tag,orig_loc,dest_loc,take_car,take_transit,take_ondemand,take_walk,mass,leave_time_start,leave_time_end,arrival_time_start,arrival_time_end
person41,[-85.29122092  35.00041558],[-85.30672358  35.05544355],1.0,1.0,1.0,1.0,60,22499.0,24299.0,28367.0,30167.0
person42,[-85.29644257  34.99924757],[-85.30431254  35.04727729],1.0,1.0,1.0,1.0,60,24100.0,25900.0,29999.0,31799.0
person43,[-85.28479557  35.00033768],[-85.31284407  35.04550191],1.0,1.0,1.0,1.0,60,27399.0,29199.0,32308.0,34108.0
person44,[-85.28756156  35.00879012],[-85.30250501  35.04238847],1.0,1.0,1.0,1.0,60,27241.0,29041.0,33619.0,35419.0
person45,[-85.28094055  34.9991384 ],[-85.31315394  35.04662655],1.0,1.0,1.0,1.0,60,27530.0,29330.0,34167.0,35967.0
person46,[-85.28094055  34.9991384 ],[-85.31315394  35.04662655],0.0,1.0,1.0,1.0,60,23472.0,25272.0,27457.0,29257.0
person47,[-85.28534605  35.00765832],[-85.31556202  35.04938641],1.0,1.0,1.0,1.0,60,28856.0,30656.0,33676.0,35476.0
person48,[-85.28534605  35.00765832],[-85.31556202  35.04938641],0.0,1.0,1.0,1.0,60,28411.0,30211.0,33190.0,34990.0
person49,[-85.28498906  34.99785353],[-85.30342621  35.05054246],1.0,1.0,1.0,1.0,60,27147.0,28947.0,32102.0,33902.0
person50,[-85.28498906  34.99785353],[-85.30342621  35.05054246],0.0,1.0,1.0,1.0,60,25161.0,26961.0,28764.0,30564.0
person51,[-85.28462742  34.99547311],[-85.31412076  35.05012144],1.0,1.0,1.0,1.0,60,29622.0,31422.0,34043.0,35843.0
person52,[-85.28462742  34.99547311],[-85.31412076  35.05012144],0.0,1.0,1.0,1.0,60,27546.0,29346.0,32940.0,34740.0
person53,[-85.29076346  34.99476442],[-85.30502166  35.04405073],1.0,1.0,1.0,1.0,60,26481.0,28281.0,32724.0,34524.0
person54,[-85.28687905  35.01164549],[-85.30309649  35.04508661],1.0,1.0,1.0,1.0,60,29797.0,31597.0,33460.0,35260.0
person55,[-85.28611382  35.00052706],[-85.31260401  35.04568131],1.0,1.0,1.0,1.0,60,26937.0,28737.0,31077.0,32877.0
person56,[-85.29127488  35.01752434],[-85.3020074   35.04340941],1.0,1.0,1.0,1.0,60,23934.0,25734.0,28772.0,30572.0
person57,[-85.28664664  35.01936592],[-85.31062166  35.03954773],1.0,1.0,1.0,1.0,60,29810.0,31610.0,33945.0,35745.0
person58,[-85.29223365  35.01441047],[-85.30394759  35.04924496],1.0,1.0,1.0,1.0,60,25468.0,27268.0,32169.0,33969.0
person59,[-85.28718656  34.98407738],[-85.30080062  35.03855204],1.0,1.0,1.0,1.0,60,26135.0,27935.0,32948.0,34748.0
person60,[-85.29113889  35.0103044 ],[-85.31026081  35.04423186],1.0,1.0,1.0,1.0,60,25741.0,27541.0,31218.0,33018.0
person61,[-85.28646162  34.99829695],[-85.30097682  35.04776488],1.0,1.0,1.0,1.0,60,23720.0,25520.0,29623.0,31423.0
person62,[-85.29037663  35.01078565],[-85.30916717  35.04656741],1.0,1.0,1.0,1.0,60,25453.0,27253.0,29355.0,31155.0
person63,[-85.28073748  35.00974387],[-85.30833538  35.04033637],1.0,1.0,1.0,1.0,60,28964.0,30764.0,33986.0,35786.0
person64,[-85.28073748  35.00974387],[-85.30833538  35.04033637],0.0,1.0,1.0,1.0,60,25936.0,27736.0,31489.0,33289.0
person65,[-85.28105129  35.01282223],[-85.30288704  35.03846654],1.0,1.0,1.0,1.0,60,29043.0,30843.0,33709.0,35509.0
person66,[-85.29110845  35.008364  ],[-85.3118994   35.05371806],1.0,1.0,1.0,1.0,60,26594.0,28394.0,33783.0,35583.0
person67,[-85.29239949  35.00431253],[-85.30672826  35.04040743],1.0,1.0,1.0,1.0,60,27387.0,29187.0,32071.0,33871.0
person68,[-85.29090472  35.00846821],[-85.30308016  35.04312529],1.0,1.0,1.0,1.0,60,25163.0,26963.0,30611.0,32411.0
person69,[-85.28991917  34.99075083],[-85.31338485  35.05098264],1.0,1.0,1.0,1.0,60,29452.0,31252.0,33160.0,34960.0
person70,[-85.29448137  35.01919428],[-85.31609046  35.04075724],1.0,1.0,1.0,1.0,60,23168.0,24968.0,29480.0,31280.0
person71,[-85.28533098  35.01060146],[-85.30216507  35.04664821],1.0,1.0,1.0,1.0,60,24910.0,26710.0,28982.0,30782.0
person72,[-85.2815491   35.01633221],[-85.3147824   35.04132634],1.0,1.0,1.0,1.0,60,21766.0,23566.0,26043.0,27843.0
person73,[-85.28501623  35.01577245],[-85.31195575  35.0458154 ],1.0,1.0,1.0,1.0,60,28968.0,30768.0,33503.0,35303.0
person74,[-85.28952078  35.01235203],[-85.30356275  35.03849179],1.0,1.0,1.0,1.0,60,29593.0,31393.0,33434.0,35234.0
person75,[-85.287575    34.99536311],[-85.30801537  35.0398556 ],1.0,1.0,1.0,1.0,60,29106.0,30906.0,33924.0,35724.0
person76,[-85.2839      35.00874843],[-85.30505739  35.04564083],1.0,1.0,1.0,1.0,60,21922.0,23722.0,27358.0,29158.0
person77,[-85.2839      35.00874843],[-85.30505739  35.04564083],0.0,1.0,1.0,1.0,60,27678.0,29478.0,32955.0,34755.0
person78,[-85.28733893  34.99736713],[-85.29581407  35.04790288],1.0,1.0,1.0,1.0,60,23450.0,25250.0,30026.0,31826.0
person79,[-85.28667161  35.00371522],[-85.31014023  35.0389523 ],1.0,1.0,1.0,1.0,60,26433.0,28233.0,31465.0,33265.0
person80,[-85.2887226   35.00165813],[-85.30982439  35.04401935],1.0,1.0,1.0,1.0,60,25970.0,27770.0,30600.0,32400.0
person81,[-85.28444502  35.00258729],[-85.31424982  35.04412615],1.0,1.0,1.0,1.0,60,24701.0,26501.0,29235.0,31035.0
person82,[-85.28640787  35.00374931],[-85.30607885  35.04332148],1.0,1.0,1.0,1.0,60,28952.0,30752.0,34148.0,35948.0
person83,[-85.28828949  35.00877787],[-85.3103409   35.04721447],1.0,1.0,1.0,1.0,60,26708.0,28508.0,32871.0,34671.0
person84,[-85.28313266  34.98695374],[-85.31033572  35.04427489],1.0,1.0,1.0,1.0,60,27213.0,29013.0,33149.0,34949.0
person85,[-85.28182333  34.99956736],[-85.31117517  35.05147346],1.0,1.0,1.0,1.0,60,28974.0,30774.0,33407.0,35207.0
person86,[-85.28182333  34.99956736],[-85.31117517  35.05147346],0.0,1.0,1.0,1.0,60,29174.0,30974.0,32986.0,34786.0
person87,[-85.29029556  35.01710955],[-85.31113993  35.04173689],1.0,1.0,1.0,1.0,60,24426.0,26226.0,30422.0,32222.0
person88,[-85.29047946  35.02001797],[-85.30737228  35.04979778],1.0,1.0,1.0,1.0,60,25112.0,26912.0,29938.0,31738.0
person89,[-85.28813605  35.00505888],[-85.31311608  35.04690021],1.0,1.0,1.0,1.0,60,30158.0,31958.0,33900.0,35700.0
person90,[-85.28806952  34.99012279],[-85.30883157  35.03426395],1.0,1.0,1.0,1.0,60,25879.0,27679.0,31366.0,33166.0
person91,[-85.28300688  35.01316636],[-85.31007823  35.04531441],1.0,1.0,1.0,1.0,60,27838.0,29638.0,34164.0,35964.0
person92,[-85.27974088  34.99208435],[-85.29580185  35.0461414 ],1.0,1.0,1.0,1.0,60,27196.0,28996.0,33608.0,35408.0
person93,[-85.29102461  35.01266232],[-85.30621152  35.04032968],1.0,1.0,1.0,1.0,60,21742.0,23542.0,26292.0,28092.0
person94,[-85.27740616  35.00289416],[-85.3084917   35.04842277],1.0,1.0,1.0,1.0,60,26472.0,28272.0,32235.0,34035.0
person95,[-85.27740616  35.00289416],[-85.3084917   35.04842277],0.0,1.0,1.0,1.0,60,23597.0,25397.0,27507.0,29307.0
person96,[-85.28318584  35.01061455],[-85.30470035  35.04021238],1.0,1.0,1.0,1.0,60,27317.0,29117.0,31987.0,33787.0
person97,[-85.28318584  35.01061455],[-85.30470035  35.04021238],0.0,1.0,1.0,1.0,60,24452.0,26252.0,28627.0,30427.0
person98,[-85.28255354  35.00105486],[-85.3037401  35.0473308],1.0,1.0,1.0,1.0,60,25968.0,27768.0,30600.0,32400.0
person99,[-85.28255354  35.00105486],[-85.3037401  35.0473308],0.0,1.0,1.0,1.0,60,25028.0,26828.0,31248.0,33048.0
person100,[-85.29080159  34.99235006],[-85.30131968  35.04378057],1.0,1.0,1.0,1.0,60,27520.0,29320.0,33943.0,35743.0
person101,[-85.28719432  35.01158494],[-85.30034813  35.04978819],1.0,1.0,1.0,1.0,60,22106.0,23906.0,26935.0,28735.0
person102,[-85.28085093  35.01793444],[-85.30598744  35.04994553],1.0,1.0,1.0,1.0,60,27193.0,28993.0,32704.0,34504.0
person103,[-85.28752973  35.00762681],[-85.30971839  35.04674113],1.0,1.0,1.0,1.0,60,23520.0,25320.0,27658.0,29458.0
person104,[-85.29521194  34.99785012],[-85.30894085  35.04626483],1.0,1.0,1.0,1.0,60,24213.0,26013.0,30556.0,32356.0
person105,[-85.28188795  35.01404811],[-85.30836741  35.04452008],1.0,1.0,1.0,1.0,60,26684.0,28484.0,31121.0,32921.0
person106,[-85.28524844  34.99758245],[-85.31558178  35.04523216],1.0,1.0,1.0,1.0,60,22459.0,24259.0,27914.0,29714.0
person107,[-85.28524844  34.99758245],[-85.31558178  35.04523216],0.0,1.0,1.0,1.0,60,27514.0,29314.0,32048.0,33848.0
person108,[-85.28116982  35.01464183],[-85.31148984  35.04923861],1.0,1.0,1.0,1.0,60,25514.0,27314.0,31148.0,32948.0
person109,[-85.28403078  35.01509317],[-85.3067361   35.05155368],1.0,1.0,1.0,1.0,60,26071.0,27871.0,30152.0,31952.0
person110,[-85.28474873  35.00207209],[-85.31301802  35.04460692],1.0,1.0,1.0,1.0,60,25897.0,27697.0,31382.0,33182.0
person111,[-85.28228463  35.00326009],[-85.31216001  35.0400523 ],1.0,1.0,1.0,1.0,60,29800.0,31600.0,33513.0,35313.0
person112,[-85.28228463  35.00326009],[-85.31216001  35.0400523 ],0.0,1.0,1.0,1.0,60,28361.0,30161.0,32817.0,34617.0
person113,[-85.2893682   35.00400656],[-85.30519706  35.05059387],1.0,1.0,1.0,1.0,60,24497.0,26297.0,30715.0,32515.0
person114,[-85.28430073  35.00043443],[-85.30466995  35.04990389],1.0,1.0,1.0,1.0,60,29835.0,31635.0,33528.0,35328.0
person115,[-85.2920273  35.0131827],[-85.29693313  35.04611334],1.0,1.0,1.0,1.0,60,25606.0,27406.0,29612.0,31412.0
person116,[-85.28574066  35.00987903],[-85.30691729  35.05217676],1.0,1.0,1.0,1.0,60,29117.0,30917.0,33123.0,34923.0
person117,[-85.2888761   35.01262715],[-85.31361463  35.05209864],1.0,1.0,1.0,1.0,60,26659.0,28459.0,31695.0,33495.0
person118,[-85.28144584  34.99951666],[-85.30478517  35.04119642],1.0,1.0,1.0,1.0,60,29946.0,31746.0,34190.0,35990.0
person119,[-85.28144584  34.99951666],[-85.30478517  35.04119642],0.0,1.0,1.0,1.0,60,26312.0,28112.0,30851.0,32651.0
person120,[-85.28676598  35.00413313],[-85.31493272  35.04653292],1.0,1.0,1.0,1.0,60,27128.0,28928.0,32995.0,34795.0
person121,[-85.2888477   35.01556057],[-85.30508397  35.04413056],1.0,1.0,1.0,1.0,60,22811.0,24611.0,29693.0,31493.0
person122,[-85.28815379  34.9932698 ],[-85.30636344  35.04222991],1.0,1.0,1.0,1.0,60,26367.0,28167.0,32932.0,34732.0
person123,[-85.29042469  35.00708076],[-85.30989571  35.04721828],1.0,1.0,1.0,1.0,60,22073.0,23873.0,26526.0,28326.0
person124,[-85.28687644  35.00370805],[-85.31316697  35.04667063],1.0,1.0,1.0,1.0,60,30255.0,32055.0,33864.0,35664.0
person125,[-85.29402872  35.00165321],[-85.31470025  35.04844763],1.0,1.0,1.0,1.0,60,26384.0,28184.0,32015.0,33815.0
person126,[-85.29103918  35.01270202],[-85.30375976  35.04198227],1.0,1.0,1.0,1.0,60,22362.0,24162.0,27219.0,29019.0
person127,[-85.28418264  35.01902971],[-85.30541456  35.04885554],1.0,1.0,1.0,1.0,60,27101.0,28901.0,33569.0,35369.0
person128,[-85.28969163  35.01137653],[-85.31577277  35.04528528],1.0,1.0,1.0,1.0,60,30194.0,31994.0,34022.0,35822.0
person129,[-85.29210473  35.01699378],[-85.30662383  35.05113696],1.0,1.0,1.0,1.0,60,28448.0,30248.0,32766.0,34566.0
person130,[-85.28637664  35.0098118 ],[-85.31304892  35.05045842],1.0,1.0,1.0,1.0,60,23905.0,25705.0,28523.0,30323.0
person131,[-85.28634962  35.00369459],[-85.29902697  35.04844267],1.0,1.0,1.0,1.0,60,25802.0,27602.0,30359.0,32159.0
person132,[-85.29188924  35.01805299],[-85.30707966  35.04955645],1.0,1.0,1.0,1.0,60,23406.0,25206.0,29073.0,30873.0
person133,[-85.29347988  35.0033505 ],[-85.31078937  35.03924171],1.0,1.0,1.0,1.0,60,26246.0,28046.0,33260.0,35060.0
person134,[-85.29227119  35.00007603],[-85.3183133   35.04510449],1.0,1.0,1.0,1.0,60,27589.0,29389.0,33837.0,35637.0
person135,[-85.28866038  34.996307  ],[-85.30421585  35.04965328],1.0,1.0,1.0,1.0,60,25956.0,27756.0,30915.0,32715.0
person136,[-85.28300645  35.01082823],[-85.30544219  35.04387857],1.0,1.0,1.0,1.0,60,26813.0,28613.0,30740.0,32540.0
person137,[-85.28750365  35.00524341],[-85.30843944  35.04635959],1.0,1.0,1.0,1.0,60,23193.0,24993.0,29131.0,30931.0
person138,[-85.27886502  35.01578769],[-85.31290794  35.04819727],1.0,1.0,1.0,1.0,60,25291.0,27091.0,29328.0,31128.0
person139,[-85.293005    35.00841934],[-85.30882892  35.05021031],1.0,1.0,1.0,1.0,60,29185.0,30985.0,33856.0,35656.0
person140,[-85.28632657  34.99582165],[-85.3078192   35.04478396],1.0,1.0,1.0,1.0,60,23784.0,25584.0,28975.0,30775.0
person141,[-85.28102476  35.00864208],[-85.30622455  35.04291314],1.0,1.0,1.0,1.0,60,30473.0,32273.0,34128.0,35928.0
person142,[-85.28102476  35.00864208],[-85.30622455  35.04291314],0.0,1.0,1.0,1.0,60,27694.0,29494.0,33816.0,35616.0
person143,[-85.28023165  35.00897184],[-85.31484316  35.04196816],1.0,1.0,1.0,1.0,60,23868.0,25668.0,27571.0,29371.0
person144,[-85.28023165  35.00897184],[-85.31484316  35.04196816],0.0,1.0,1.0,1.0,60,25054.0,26854.0,31432.0,33232.0
person145,[-85.28265795  34.99975323],[-85.30967709  35.04654049],1.0,1.0,1.0,1.0,60,26086.0,27886.0,32297.0,34097.0
person146,[-85.28265795  34.99975323],[-85.30967709  35.04654049],0.0,1.0,1.0,1.0,60,22842.0,24642.0,26959.0,28759.0
person147,[-85.28694626  35.00751532],[-85.30564998  35.04413389],1.0,1.0,1.0,1.0,60,29450.0,31250.0,33759.0,35559.0
person148,[-85.28870766  35.02365485],[-85.31419032  35.04545334],1.0,1.0,1.0,1.0,60,27742.0,29542.0,32306.0,34106.0
person149,[-85.28741655  35.01292485],[-85.30795494  35.04596276],1.0,1.0,1.0,1.0,60,30255.0,32055.0,34199.0,35999.0
person150,[-85.28462994  34.99191615],[-85.30532927  35.04635662],1.0,1.0,1.0,1.0,60,30378.0,32178.0,34051.0,35851.0
person151,[-85.29423204  35.00740681],[-85.31967676  35.04055225],1.0,1.0,1.0,1.0,60,25247.0,27047.0,32404.0,34204.0
person152,[-85.28423239  35.00130246],[-85.30598257  35.04234087],1.0,1.0,1.0,1.0,60,26235.0,28035.0,32778.0,34578.0
person153,[-85.28822572  34.99724358],[-85.3127903   35.04443821],1.0,1.0,1.0,1.0,60,27977.0,29777.0,33916.0,35716.0
person154,[-85.28868244  35.00657601],[-85.30065521  35.04431735],1.0,1.0,1.0,1.0,60,22153.0,23953.0,27062.0,28862.0
person155,[-85.28412982  35.01210522],[-85.31288928  35.04492413],1.0,1.0,1.0,1.0,60,29209.0,31009.0,33622.0,35422.0
person156,[-85.2796731   35.00986228],[-85.3129879   35.04968144],1.0,1.0,1.0,1.0,60,21780.0,23580.0,26506.0,28306.0
person157,[-85.2855909   34.99678109],[-85.31026185  35.04166562],1.0,1.0,1.0,1.0,60,29395.0,31195.0,33626.0,35426.0
person158,[-85.2855909   34.99678109],[-85.31026185  35.04166562],0.0,1.0,1.0,1.0,60,23361.0,25161.0,28841.0,30641.0
person159,[-85.27884999  34.99818855],[-85.30310945  35.04832494],1.0,1.0,1.0,1.0,60,22867.0,24667.0,28475.0,30275.0
person160,[-85.27884999  34.99818855],[-85.30310945  35.04832494],0.0,1.0,1.0,1.0,60,27913.0,29713.0,33308.0,35108.0
person161,[-85.28956145  35.00408354],[-85.30600503  35.04985428],1.0,1.0,1.0,1.0,60,29981.0,31781.0,34121.0,35921.0
person162,[-85.28961313  34.99142354],[-85.30317405  35.04618414],1.0,1.0,1.0,1.0,60,26785.0,28585.0,31010.0,32810.0
person163,[-85.29004292  35.01494004],[-85.31094496  35.04502903],1.0,1.0,1.0,1.0,60,24148.0,25948.0,27752.0,29552.0
person164,[-85.29096236  35.01547109],[-85.3008629   35.04613612],1.0,1.0,1.0,1.0,60,29877.0,31677.0,33784.0,35584.0
person165,[-85.29331951  34.99728374],[-85.30748945  35.04028238],1.0,1.0,1.0,1.0,60,28582.0,30382.0,32412.0,34212.0
person166,[-85.28968253  35.00090262],[-85.31072056  35.03953253],1.0,1.0,1.0,1.0,60,28920.0,30720.0,33466.0,35266.0
person167,[-85.29228897  34.99815124],[-85.30901634  35.0533081 ],1.0,1.0,1.0,1.0,60,22641.0,24441.0,29741.0,31541.0
person168,[-85.29222943  35.00169741],[-85.3045596   35.04993085],1.0,1.0,1.0,1.0,60,25369.0,27169.0,30688.0,32488.0
person169,[-85.28598066  35.00424057],[-85.30736231  35.049475  ],1.0,1.0,1.0,1.0,60,29235.0,31035.0,33850.0,35650.0
person170,[-85.29126036  35.00340794],[-85.31758873  35.03980846],1.0,1.0,1.0,1.0,60,27913.0,29713.0,32384.0,34184.0
person171,[-85.28204065  34.99831764],[-85.30710858  35.03486586],1.0,1.0,1.0,1.0,60,22859.0,24659.0,27752.0,29552.0
person172,[-85.28204065  34.99831764],[-85.30710858  35.03486586],0.0,1.0,1.0,1.0,60,27673.0,29473.0,31877.0,33677.0
person173,[-85.29313213  35.01478633],[-85.31123369  35.0423414 ],1.0,1.0,1.0,1.0,60,26253.0,28053.0,31530.0,33330.0
person174,[-85.29455098  35.00449476],[-85.31118152  35.04823366],1.0,1.0,1.0,1.0,60,30528.0,32328.0,34159.0,35959.0
person175,[-85.29219965  35.00824253],[-85.30501488  35.04688218],1.0,1.0,1.0,1.0,60,23894.0,25694.0,30891.0,32691.0
person176,[-85.28908962  35.02142827],[-85.30310396  35.04569712],1.0,1.0,1.0,1.0,60,27093.0,28893.0,31381.0,33181.0
person177,[-85.29648664  35.01193682],[-85.31491281  35.04275603],1.0,1.0,1.0,1.0,60,29623.0,31423.0,34156.0,35956.0
person178,[-85.28692118  35.00937075],[-85.31108352  35.04209995],1.0,1.0,1.0,1.0,60,27343.0,29143.0,32124.0,33924.0
person179,[-85.29798617  35.00257267],[-85.30037925  35.05083731],1.0,1.0,1.0,1.0,60,24493.0,26293.0,30428.0,32228.0
person180,[-85.28138825  34.99389087],[-85.30130928  35.04537303],1.0,1.0,1.0,1.0,60,28692.0,30492.0,34189.0,35989.0
person181,[-85.28138825  34.99389087],[-85.30130928  35.04537303],0.0,1.0,1.0,1.0,60,26713.0,28513.0,33170.0,34970.0
person182,[-85.29383682  35.00280549],[-85.3163134   35.04565679],1.0,1.0,1.0,1.0,60,25294.0,27094.0,31925.0,33725.0
person183,[-85.29328765  35.00417735],[-85.30121248  35.04243958],1.0,1.0,1.0,1.0,60,27610.0,29410.0,31386.0,33186.0
person184,[-85.29175775  35.01212679],[-85.31342363  35.05737106],1.0,1.0,1.0,1.0,60,30047.0,31847.0,33910.0,35710.0
person185,[-85.29304407  35.00335633],[-85.31534045  35.04257356],1.0,1.0,1.0,1.0,60,27530.0,29330.0,33425.0,35225.0
person186,[-85.27725772  35.01212876],[-85.30427905  35.05351258],1.0,1.0,1.0,1.0,60,26022.0,27822.0,32918.0,34718.0
person187,[-85.28404566  35.00682539],[-85.31225056  35.04424056],1.0,1.0,1.0,1.0,60,24877.0,26677.0,31467.0,33267.0
person188,[-85.28404566  35.00682539],[-85.31225056  35.04424056],0.0,1.0,1.0,1.0,60,28704.0,30504.0,34019.0,35819.0
person189,[-85.2916095   35.01478576],[-85.30845199  35.04798786],1.0,1.0,1.0,1.0,60,23729.0,25529.0,27375.0,29175.0
person190,[-85.27897706  35.00618964],[-85.31192493  35.05037924],1.0,1.0,1.0,1.0,60,28905.0,30705.0,33332.0,35132.0
person191,[-85.27897706  35.00618964],[-85.31192493  35.05037924],0.0,1.0,1.0,1.0,60,25502.0,27302.0,31329.0,33129.0
person192,[-85.29631065  35.00373241],[-85.311122    35.04124891],1.0,1.0,1.0,1.0,60,23299.0,25099.0,29076.0,30876.0
person193,[-85.28742142  35.01539936],[-85.30575815  35.04684977],1.0,1.0,1.0,1.0,60,23470.0,25270.0,28144.0,29944.0
person194,[-85.29036221  35.00803458],[-85.30483711  35.06045259],1.0,1.0,1.0,1.0,60,25955.0,27755.0,30597.0,32397.0
person195,[-85.28471565  35.012847  ],[-85.32175565  35.04360515],1.0,1.0,1.0,1.0,60,28441.0,30241.0,32863.0,34663.0
person196,[-85.28148186  34.99411681],[-85.30577711  35.04636972],1.0,1.0,1.0,1.0,60,30454.0,32254.0,34188.0,35988.0
person197,[-85.28148186  34.99411681],[-85.30577711  35.04636972],0.0,1.0,1.0,1.0,60,23363.0,25163.0,28020.0,29820.0
person198,[-85.29712391  35.00605339],[-85.30298062  35.04806105],1.0,1.0,1.0,1.0,60,24905.0,26705.0,28679.0,30479.0
person199,[-85.28478868  35.00635459],[-85.31437065  35.04489759],1.0,1.0,1.0,1.0,60,27465.0,29265.0,32605.0,34405.0
