tag,take_car,take_transit,take_ondemand,take_walk,leave_time_start,leave_time_end,arrival_time_start,arrival_time_end,orig_loc,dest_loc,home_node,work_node,pop,seg_types,median_income,drive_weight_time,drive_weight_money,drive_weight_conven,drive_weight_switches,walk_weight_time,walk_weight_money,walk_weight_conven,walk_weight_switches,ondemand_weight_time,ondemand_weight_money,ondemand_weight_conven,ondemand_weight_switches,transit_weight_time,transit_weight_money,transit_weight_conven,transit_weight_switches
person13,1.0,1.0,1.0,1.0,57188.0,58988.0,62423.0,64223.0,"[-85.28074532, 35.01046577]","[-85.30467725, 35.04048383]",202612648,7618250431,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",26705.0,1,0.01363040629095675,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.04089121887287025,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person14,0.0,1.0,1.0,1.0,80169.0,81969.0,83929.0,85729.0,"[-85.28074532, 35.01046577]","[-85.30467725, 35.04048383]",202612648,7618250431,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",26705.0,1,0.01363040629095675,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.04089121887287025,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person15,1.0,1.0,1.0,1.0,80944.0,82744.0,84945.0,86745.0,"[-85.28814756, 34.9925411]","[-85.31276366, 35.04147903]",202694039,202546566,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.010933229207340883,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.03279968762202265,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person16,1.0,1.0,1.0,1.0,34221.0,36021.0,38657.0,40457.0,"[-85.28409711, 35.00677065]","[-85.30428976, 35.03994199]",202593819,7618250431,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",26705.0,1,0.01363040629095675,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.04089121887287025,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person17,0.0,1.0,1.0,1.0,25368.0,27168.0,31480.0,33280.0,"[-85.28409711, 35.00677065]","[-85.30428976, 35.03994199]",202593819,7618250431,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",26705.0,1,0.01363040629095675,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.04089121887287025,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person18,1.0,1.0,1.0,1.0,82210.0,84010.0,86285.0,88085.0,"[-85.28505092, 35.02356252]","[-85.31065895, 35.0420238]",202660271,202605886,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",38750.0,1,0.009393548387096775,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.028180645161290322,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person19,1.0,1.0,1.0,1.0,38541.0,40341.0,44355.0,46155.0,"[-85.28933437, 35.02035077]","[-85.30548609, 35.04651126]",202611017,202645391,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",38750.0,1,0.009393548387096775,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.028180645161290322,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person20,1.0,1.0,1.0,1.0,83440.0,85240.0,87606.0,89406.0,"[-85.28210723, 35.01417585]","[-85.31315893, 35.04986651]",202577503,202612463,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",26705.0,1,0.01363040629095675,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.04089121887287025,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person21,1.0,1.0,1.0,1.0,84321.0,86121.0,87925.0,89725.0,"[-85.28316818, 35.0090561]","[-85.30085058, 35.04678941]",202746645,202608336,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",26705.0,1,0.01363040629095675,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.04089121887287025,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person22,0.0,1.0,1.0,1.0,73905.0,75705.0,80714.0,82514.0,"[-85.28316818, 35.0090561]","[-85.30085058, 35.04678941]",202746645,202608336,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",26705.0,1,0.01363040629095675,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.04089121887287025,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person23,1.0,1.0,1.0,1.0,75794.0,77594.0,82638.0,84438.0,"[-85.29363203, 34.99735148]","[-85.30073946, 35.04769831]",202687363,202608332,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",40380.0,1,0.009014363546310055,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.027043090638930165,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person24,1.0,1.0,1.0,1.0,83580.0,85380.0,88068.0,89868.0,"[-85.29530937, 35.02091043]","[-85.30910069, 35.05214408]",3620797639,574894890,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",38750.0,1,0.009393548387096775,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.028180645161290322,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person25,1.0,1.0,1.0,1.0,69631.0,71431.0,75159.0,76959.0,"[-85.2943811, 35.00529797]","[-85.31431918, 35.05163003]",202636460,450325869,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",40380.0,1,0.009014363546310055,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.027043090638930165,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person26,1.0,1.0,1.0,1.0,82695.0,84495.0,88070.0,89870.0,"[-85.28860994, 35.00198058]","[-85.30129532, 35.04477734]",202642073,202740500,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.010933229207340883,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.03279968762202265,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person27,1.0,1.0,1.0,1.0,78207.0,80007.0,82264.0,84064.0,"[-85.28388365, 35.01395278]","[-85.30007045, 35.04539611]",202659746,202662066,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",26705.0,1,0.01363040629095675,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.04089121887287025,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person28,1.0,1.0,1.0,1.0,82429.0,84229.0,86742.0,88542.0,"[-85.28658384, 34.99595578]","[-85.31321325, 35.04952076]",202663317,202612463,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.010933229207340883,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.03279968762202265,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person29,1.0,1.0,1.0,1.0,30155.0,31955.0,36439.0,38239.0,"[-85.29104123, 35.0211874]","[-85.31123542, 35.03905618]",202631038,202636729,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",38750.0,1,0.009393548387096775,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.028180645161290322,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person30,1.0,1.0,1.0,1.0,67984.0,69784.0,73736.0,75536.0,"[-85.29339164, 35.00417406]","[-85.31486454, 35.04002926]",202639241,202641745,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",40380.0,1,0.009014363546310055,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.027043090638930165,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person31,1.0,1.0,1.0,1.0,28506.0,30306.0,33911.0,35711.0,"[-85.28415634, 35.00473894]","[-85.30378381, 35.05211523]",1846833506,1795190059,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",26705.0,1,0.01363040629095675,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.04089121887287025,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person32,0.0,1.0,1.0,1.0,50707.0,52507.0,57645.0,59445.0,"[-85.28415634, 35.00473894]","[-85.30378381, 35.05211523]",1846833506,1795190059,0.2,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",26705.0,1,0.01363040629095675,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.04089121887287025,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person33,1.0,1.0,1.0,1.0,50787.0,52587.0,55429.0,57229.0,"[-85.29021542, 35.00394186]","[-85.31092338, 35.05360598]",202597553,573578720,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.010933229207340883,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.03279968762202265,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person34,1.0,1.0,1.0,1.0,23193.0,24993.0,29665.0,31465.0,"[-85.28701622, 35.02504381]","[-85.30475512, 35.04893529]",202610998,3966555691,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",38750.0,1,0.009393548387096775,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.028180645161290322,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
person35,1.0,1.0,1.0,1.0,29378.0,31178.0,33052.0,34852.0,"[-85.28584208, 34.99091311]","[-85.30707225, 35.04820571]",202670990,202612538,60.0,"[('ondemand',), ('walk', 'gtfs', 'walk'), ('walk', 'gtfs', 'ondemand'), ('ondemand', 'gtfs', 'walk'), ('ondemand', 'gtfs', 'ondemand')]",33293.0,1,0.010933229207340883,0,0,1,0,0,0,1,0.0,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]",1,0.03279968762202265,0,"[0.0, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.7142857142857143, 0.8571428571428571, 1.0]"
